id,content,prompt,A,B,C,D,E,answer
1484,"À garrafa Contigo adquiro a astúcia de conter e de conter-me. Teu estreito gargalo é uma lição de angústia. Por translúcida pões o dentro fora e o fora dentro para que a forma se cumpra e o espaço ressoe. Até que, farta da constante prisão da forma, saltes da mão para o chão e te estilhaces, suicida, numa explosão de diamantes. ","A reflexão acerca do fazer poético é um dos mais marcantes atributos da produção literária contemporânea, que, no poema de José Paulo Paes, se expressa por um(a):","reconhecimento, pelo eu lírico, de suas limitações no processo criativo, manifesto na expressão “Por translúcidas pões"".","subserviência aos princípios do rigor formal e dos cuidados com a precisão metafórica, como se em ""prisão da forma"".","visão progressivamente pessimista, em face da impossibilidade da criação poética, conforme expressa o verso ""e te estilhaces, suicida"".","processo de contenção, amadurecimento e transformação da palavra, representado pelos versos ""numa explosão / de diamantes"".","necessidade premente de libertação da prisão representada pela poesia, simbolicamente comparada à ""garrafa"" a ser ""estilhaçada"".",D
1485,"TEXTO I Canudos não se rendeu. Exemplo único em toda a história, resistiu até o esgotamento completo. Vencido palmo a palmo, na precisão integral do termo, caiu no dia 5, ao entardecer, quando caíram os seus últimos defensores, que todos morreram. Eram quatro apenas: um velho, dois homens feitos e uma criança, na frente dos quais rugiam raivosamente cinco mil soldados. ; TEXTO II Na trincheira, no centro do reduto, permaneciam quatro fanáticos sobreviventes do extermínio. Era um velho, coxo por ferimento e usando uniforme da Guarda Católica, um rapaz de 16 a 18 anos, um preto alto e magro, e um caboclo. Ao serem intimados para deporem as armas, investiram com enorme fúria. Assim estava terminada e de maneira tão trágica a sanguinosa guerra, que o banditismo e o fanatismo traziam acesa por longos meses, naquele recanto do território nacional. ","Nesse sentido, cada autor caracterizou a atitude dos sertanejos, respectivamente, como fruto da",manipulação e incompetência.,ignorância e solidariedade.,hesitação e obstinação.,esperança e valentia.,bravura e loucura.,E
1486,"Mas assim que penetramos no universo da web, descobrimos que ele constitui não apenas um imenso “território” em expansão acelerada, mas que também oferece inúmeros “mapas”, filtros, seleções para ajudar o navegante a orientar-se. O melhor guia para a web é a própria web. Ainda que seja preciso ter a paciência de explorá-la. Ainda que seja preciso arriscar-se a ficar perdido, aceitar “a perda de tempo” para familiarizar-se com esta terra estranha. Talvez seja preciso ceder por um instante a seu aspecto lúdico para descobrir, no desvio de um link, os sites que mais se aproximam de nossos interesses profissionais ou de nossas paixões e que poderão, portanto, alimentar da melhor maneira possível nossa jornada pessoal. ","O usuário iniciante sente-se não raramente desorientado no oceano de informações e possibilidades disponíveis na rede mundial de computadores. Nesse sentido, Pierre Lévy destaca como um dos principais aspectos da internet o(a)",espaço aberto para a aprendizagem.,grande número de ferramentas de pesquisa.,ausência de mapas ou guias explicativos.,infinito número de páginas virtuais,dificuldade de acesso aos sites de pesquisa.,A
1487,"TEXTO I É evidente que a vitamina D é importante — mas como obtê-la? Realmente, a vitamina D pode ser produzida naturalmente pela exposição à luz do sol, mas ela também existe em alguns alimentos comuns. Entretanto, como fonte dessa vitamina, certos alimentos são melhores do que outros. Alguns possuem uma quantidade significativa de vitamina D, naturalmente, e são alimentos que talvez você não queira exagerar: manteiga, nata, gema de ovo e fígado. Disponível em: http://saude.hsw.uol.com.br. Acesso em: 31 jul. 2012. TEXTO II Todos nós sabemos que a vitamina D (colecalciferol) é crucial para sua saúde. Mas a vitamina D é realmente uma vitamina? Está presente nas comidas que os humanos normalmente consomem? Embora exista em algum percentual na gordura do peixe, a vitamina D não está em nossas dietas, a não ser que os humanos artificialmente incrementem um produto alimentar, como o leite enriquecido com vitamina D. A natureza planejou que você a produzisse em sua pele, e não a colocasse direto em sua boca. Então, seria a vitamina D realmente uma vitamina? ","Frequentemente circulam na mídia textos de divulgação científica que apresentam informações divergentes sobre um mesmo tema. Comparando os dois textos, constata-se que o Texto II contrapõe-se ao I quando",comprova cientificamente que a vitamina D não é uma vitamina.,demonstra a verdadeira importância da vitamina D para a saúde.,enfatiza que a vitamina D é mais comumente produzida pelo corpo que absorvida por meio de alimentos.,"afirma que a vitamina D existe na gordura dos peixes e no leite, não em seus derivados.",levanta a possibilidade de o corpo humano produzir artificialmente a vitamina D.,C
1488,"Algumas regiões do Brasil passam por uma crise de água por causa da seca. Mas, uma região de Minas Gerais está enfrentando a falta de água no campo tanto em tempo de chuva como na seca. As veredas estão secando no norte e no noroeste mineiro. Ano após ano, elas vêm perdendo a capacidade de ser a caixa-d’água do grande sertão de Minas. ","As veredas têm um papel fundamental no equilíbrio hidrológico dos cursos de água no ambiente do Cerrado, pois",colaboram para a formação de vegetação xerófila.,formam os leques aluviais nas planícies das bacias.,fornecem sumidouro para as águas de recarga da bacia.,contribuem para o aprofundamento dos talvegues à jusante.,constituem um sistema represador da água na chapada.,E
1489,"Na manipulação em escala nanométrica, os átomos revelam características peculiares, podendo apresentar tolerância à temperatura, reatividade química, condutividade elétrica, ou mesmo exibir força de intensidade extraordinária. Essas características explicam o interesse industrial pelos nanomateriais que estão sendo muito pesquisados em diversas áreas, desde o desenvolvimento de cosméticos, tintas e tecidos, até o de terapias contra o câncer. ","A utilização de nanopartículas na indústria e na medicina requer estudos mais detalhados, pois","as partículas, quanto menores, mais potentes e radiativas se tornam.","as partículas podem ser manipuladas, mas não caracterizadas com a atual tecnologia.",as propriedades biológicas das partículas somente podem ser testadas em microrganismos.,"as partículas podem atravessar poros e canais celulares, o que poderia causar impactos desconhecidos aos seres vivos e, até mesmo, aos ecossistemas.","o organismo humano apresenta imunidade contra partículas tão pequenas, já que apresentam a mesma dimensão das bactérias (um bilionésimo de metro).",D
1490,"TEXTO II Partindo do chão coletivo da comunidade rural ou das cidades, à medida que se impregna de um ethos urbano — seja por migração, seja pela difusão de novos conteúdos midiáticos —, irão surgindo indivíduos que, na área da visualidade, gerarão uma obra de feição original, autoral, única. O indivíduo-sujeito recorre à memória para a construção de uma biografia, a fim de criar seu projeto artístico, a sua identidade social. ","A partir dos textos apresentados, os trabalhos que são pertinentes à criação popular caracterizam-se por",temática nacionalista que abrange áreas regionais amplas.,produção de obras utilizando materiais e técnicas tradicionais da arte acadêmica.,ligação estrutural com a arte canônica pela exposição e recepção em museus e galerias.,"abordagem peculiar da realidade e do contexto, seguindo criação pessoal particular.","criação de técnicas e temas comuns a determinado grupo ou região, gerando movimentos artísticos.",D
1491,"A retina é um tecido sensível à luz, localizado na parte posterior do olho, onde ocorre o processo de formação de imagem. Nesse tecido, encontram-se vários tipos celulares específicos. Um desses tipos celulares são cones, os quais convertem os diferentes comprimentos de onda da luz visível em sinais elétricos, que são transmitidos pelo nervo óptico até o cérebro. ","Em relação à visão, a degeneração desse tipo celular irá",comprometer a capacidade de visão em cores.,impedir a projeção dos raios luminosos na retina.,provocar a formação de imagens invertidas na retina.,causar dificuldade de visualização de objetos próximos.,acarretar a perda da capacidade de alterar o diâmetro da pupila.,A
1492,"O objetivo de recipientes isolantes térmicos é minimizar as trocas de calor com o ambiente externo. Essa troca de calor é proporcional à condutividade térmica k e à área interna das faces do recipiente, bem como à diferença de temperatura entre o ambiente externo e o interior do recipiente, além de ser inversamente proporcional à espessura das faces. A fim de avaliar a qualidade de dois recipientes A (40 cm x 40 cm x 40 cm) e B (60 cm x 40 cm x 40 cm) de faces de mesma espessura, uma estudante compara suas condutividades térmicas kA e kB. Para isso suspende, dentro de cada recipiente, blocos idênticos de gelo a 0°C, de modo que suas superfícies estejam em contato apenas com o ar. Após um intervalo de tempo, ela abre os recipientes enquanto ambos ainda contêm um pouco de gelo e verifica que a massa de gelo que se fundiu no recipiente B foi o dobro da que se fundiu no recipiente A. ",A razão kA/kB é mais próxima de,"0,50.","0,67.","0,75.","1,33.","2,00.",B
1493,"Ações de educação patrimonial são realizadas em diferentes contextos e localidades e têm mostrado resultados surpreendentes ao trazer à tona a autoestima das comunidades. Em alguns casos, promovem o desenvolvimento local e indicam soluções inovadoras de reconhecimento e salvaguarda do patrimônio cultural para muitas populações. ",A valorização dos bens mencionados encontra-se correlacionada a ações educativas que promovem a(s),evolução de atividades artesanais herdadas do passado.,representações sociais formadoras de identidades coletivas.,mobilizações políticas criadoras de tradições culturais urbanas.,hierarquização de festas folclóricas praticadas por grupos locais.,formação escolar dos jovens para o trabalho realizado nas comunidades.,B
1494,"Eu também podia decompor a água, se fosse salgada ou acidulada, usando a pilha de Daniell como fonte de força. Lembro o prazer extraordinário que sentia ao decompor um pouco de água em uma taça para ovos quentes, vendo-a separar-se em seus elementos, o oxigênio em um eletrodo, o hidrogênio no outro. A eletricidade de uma pilha de 1 volt parecia tão fraca, e no entanto podia ser suficiente para desfazer um composto químico, a água… ",O fragmento do romance de Oliver Sacks relata a separação dos elementos que compõem a água. O princípio do método apresentado é utilizado industrialmente na,obtenção de ouro a partir de pepitas.,obtenção de calcário a partir de rochas.,obtenção de alumínio a partir da bauxita.,obtenção de ferro a partir de seus óxidos.,obtenção de amônia a partir de hidrogênio e nitrogênio.,C
1495,"Em um engenho sois imitadores de Cristo crucificado porque padeceis em um modo muito semelhante o que o mesmo Senhor padeceu na sua cruz e em toda a sua paixão. A sua cruz foi composta de dois madeiros, e a vossa em um engenho é de três. Também ali não faltaram as canas, porque duas vezes entraram na Paixão: uma vez servindo para o cetro de escárnio, e outra vez para a esponja em que lhe deram o fel. A Paixão de Cristo parte foi de noite sem dormir, parte foi de dia sem descansar, e tais são as vossas noites e os vossos dias. Cristo despido, e vós despidos; Cristo sem comer, e vós famintos; Cristo em tudo maltratado, e vós maltratados em tudo. Os ferros, as prisões, os açoites, as chagas, os nomes afrontosos, de tudo isto se compõe a vossa imitação, que, se for acompanhada de paciência, também terá merecimento de martírio. ",  O trecho do sermão do Padre Antônio Vieira estabelece uma relação entre a Paixão de Cristo e  ,a atividade dos comerciantes de açúcar nos portos brasileiros.,a função dos mestres de açúcar durante a safra de cana.,o sofrimento dos jesuítas na conversão dos ameríndios.,o papel dos senhores na administração dos engenhos.,o trabalho dos escravos na produção de açúcar.,E
1496,"Uma mulher deu à luz o seu primeiro filho e, após o parto, os médicos testaram o sangue da criança para a determinação de seu grupo sanguíneo. O sangue da criança era do tipo O+. Imediatamente, a equipe médica aplicou na mãe uma solução contendo anticorpos anti-Rh, uma vez que ela tinha o tipo sanguíneo O-. ",Qual é a função dessa solução de anticorpos?,Modificar o fator Rh do próximo filho.,Destruir as células sanguíneas do bebê.,Formar uma memória imunológica na mãe.,Neutralizar os anticorpos produzidos pela mãe.,Promover a alteração do tipo sanguíneo materno.,B
1497,"Fim de semana no parque Olha o meu povo nas favelas e vai perceber Daqui eu vejo uma caranga do ano Toda equipada e o tiozinho guiando Com seus filhos ao lado estão indo ao parque Eufóricos brinquedos eletrônicos Automaticamente eu imagino A molecada lá da área como é que tá Provavelmente correndo pra lá e pra cá Jogando bola descalços nas ruas de terra É, brincam do jeito que dá […] Olha só aquele clube, que da hora Olha aquela quadra, olha aquele campo, olha Olha quanta gente Tem sorveteria, cinema, piscina quente […] Aqui não vejo nenhum clube poliesportivo Pra molecada frequentar nenhum incentivo O investimento no lazer é muito escasso O centro comunitário é um fracasso ",A letra da canção apresenta uma realidade social quanto à distribuição distinta dos espaços de lazer que,"retrata a ausência de opções de lazer para a população de baixa renda, por falta de espaço adequado.","ressalta a irrelevância das opções de lazer para diferentes classes sociais, que o acessam à sua maneira.",expressa o desinteresse das classes sociais menos favorecidas economicamente pelas atividades de lazer.,"implica condições desiguais de acesso ao lazer, pela falta de infraestrutura e investimentos em equipamentos.","aponta para o predomínio do lazer contemplativo, nas classes favorecidas economicamente; e do prático, nas menos favorecidas.",D
1498,"Os caixeiros do comércio a retalho do Rio de Janeiro estiveram entre as primeiras categorias de trabalhadores a se organizar em associações e a exigir a intervenção dos poderes públicos na mediação de suas lutas por direitos. Na década de 1880, os caixeiros participaram da arena política e ganharam as ruas com vários outros, como os republicanos e os abolicionistas. ","A atuação dos trabalhadores mencionados no texto representou, na capital do Império, um momento de",manutenção das regras patronais.,desprendimento das ideias liberais.,fortalecimento dos contratos laborais.,consolidação das estruturas sindicais.,contestação dos princípios monárquicos.,E
1499,"A hidroxilamina  é extremamente reativa em reações de substituição nucleofílica, justificando sua utilização em diversos processos. A reação de substituição nucleofílica entre o anidrido acético e a hidroxilamina está representada. ; O produto A é favorecido em relação ao B, por um fator de. Em um estudo de possível substituição do uso de hidroxilamina, foram testadas as moléculas numeradas de 1 a 5. ","Dentre as moléculas testadas, qual delas apresentou menor reatividade?",1,2,3,4,5,D
1500,"If You Can’t Master English, Try Globish PARIS — It happens all the time: during an airport delay the man to the left, a Korean perhaps, starts talking to the man opposite, who might be Colombian, and soon they are chatting away in what seems to be English. But the native English speaker sitting between them cannot understand a word. They don’t know it, but the Korean and the Colombian are speaking Globish, the latest addition to the 6,800 languages that are said to be spoken across the world. Not that its inventor, Jean-Paul Nerrière, considers it a proper language. “It is not a language, it is a tool,” he says. “A language is the vehicle of a culture. Globish doesn’t want to be that at all. It is a means of communication.” Nerrière doesn’t see Globish in the same light as utopian efforts such as Kosmos, Volapuk, Novial or staunch Esperanto. Nor should it be confused with barbaric Algol (for Algorithmic language). It is a sort of English lite: a means of simplifying the language and giving it rules so it can be understood by all. ","Considerando as ideias apresentadas no texto, o Globish (Global English) é uma variedade da língua inglesa que",tem status de língua por refletir uma cultura global.,facilita o entendimento entre o falante nativo e o não nativo.,tem as mesmas características de projetos utópicos como o esperanto.,altera a estrutura do idioma para possibilitar a comunicação internacional.,apresenta padrões de fala idênticos aos da variedade usada pelos falantes nativos.,D
1501,"A perda de massa muscular é comum com a idade, porém, é na faixa dos 60 anos que ela se torna clinicamente perceptível e suas consequências começam a incomodar no dia a dia, quando simples atos de subir escadas ou ir à padaria se tornam sacrifícios. Esse processo tem nome: sarcopenia. Essa condição ocasiona a perda da força e qualidade dos músculos e tem um impacto significante na saúde. ","A sarcopenia é inerente ao envelhecimento, mas seu quadro e consequentes danos podem ser retardados com a prática de exercícios físicos, cujos resultados mais rápidos são alcançados com o(a)",hidroginástica.,alongamento.,musculação.,corrida.,dança.,C
1502,"Pesquisadores conseguiram estimular a absorção de energia luminosa em plantas graças ao uso de nanotubos de carbono. Para isso, nanotubos de carbono “se inseriram” no interior dos cloroplastos por uma montagem espontânea, através das membranas dos cloroplastos. Pigmentos da planta absorvem as radiações luminosas, os elétrons são “excitados” e se deslocam no interior de membranas dos cloroplastos, e a planta utiliza em seguida essa energia elétrica para a fabricação de açúcares. Os nanotubos de carbono podem absorver comprimentos de onda habitualmente não utilizados pelos cloroplastos, e os pesquisadores tiveram a ideia de utilizá-los como “antenas”, estimulando a conversão de energia solar pelos cloroplastos, com o aumento do transporte de elétrons. Nanotubos de carbono incrementam a fotossíntese de plantas.  ",O aumento da eficiência fotossintética ocorreu pelo fato de os nanotubos de carbono promoverem diretamente a,utilização de água.,absorção de fótons.,formação de gás oxigênio.,proliferação dos cloroplastos.,captação de dióxido de carbono.,B
1503,"The art of happiness Nearly every time you see him, he’s laughing or at least smiling. And he makes everyone else around him feel like smiling. He’s the Dalai Lama, the spiritual and temporal leader of Tibet, a Nobel Prize winner, and an increasingly popular speaker and statesman. Why is he so popular? Even after spending only a few minutes in his presence you can’t help feeling happier. If you ask him if he’s happy, even though he’s suffered the loss of his country, the Dalai Lama will give you an unconditional yes. What’s more, he’ll tell you that happiness is the purpose of life, and that “the very motion of our life istowards happiness”. How to get there has always been the question. He’s tried to answer it before, but he’s never had the help of a psychiatrist to get the message across in a context we can easily understand. ","Pelo título e pela sinopse do livro de Lama e Cutler, constata-se que o tema da obra é",o sucesso dos autores no Tibet.,a busca da felicidade no cotidiano.,o Prêmio Nobel recebido por Lama.,a liderança de Dalai Lama no Tibet.,a discussão de Lama e seu psiquiatra.,B
1504,"Em 2017, foi inaugurado, no estado da Bahia, o Parque Solar Lapa, composto por duas usinas (Bom Jesus da Lapa e Lapa) e capaz de gerar cerca de 300 GWh de energia por ano. Considere que cada usina apresente potência igual a 75 MW, com o parque totalizando uma potência instalada de 150 MW. Considere ainda que a irradiância solar média é de 1 500 W/m² e que a eficiência dos painéis é de 20%. ","Nessas condições, a área total dos painéis solares que compõem o Parque Solar Lapa é mais próxima de:",1 000 000 m²,500 000 m²,250 000 m²,100 000 m²,20 000 m²,B
1505,"Para estudar os cromossomos, é preciso observá-los no momento em que se encontram no ponto máximo de sua condensação. A imagem corresponde ao tecido da raiz de cebola, visto ao microscópio, e cada número marca uma das diferentes etapas do ciclo celular. ",Qual número corresponde à melhor etapa para que esse estudo seja possível?,1.,2.,3.,4.,5.,C
1506,"Carlos é hoje um homem dividido, Mário, e isso graças às suas cartas. Às vezes ele torce pelas palmeiras paródicas do Oswald de Andrade (a ninguém cá da erra passou despercebido o título que quer dar ao seu primeiro livro de poemas — Minha terra tem palmeiras). Às vezes não quer esquecer o gélido cinzel de Bilac e a prosa clássica dos decadentistas franceses, e à noite, ao ouvir o chamado da moça-fantasma, fica cismando ismálias em decassílabos rimados. Às vezes sucumbe ao trato cristão da condição humana e, à sombra dos rodapés de Tristão de Ataíde, tem uma recaída jacksoniana. Às vezes não sabe se prefere o barulho do motor do carro em disparada, ou se fica contemplando o sinal vermelho que impõe stop ao trânsito e silêncio ao cidadão. Às vezes entoa loas à vida besta, que devia jazer para sempre abandonada em Itabira. Mas na maioria das vezes sai saracoteando ironicamente pela rua macadamizada da poesia, que nem um pernóstico malandro escondido por detrás dos óculos e dos bigodes, ou melhor, que nem a foliona negra que você tanto admirou no Rio de Janeiro por ocasião das bacanais de Momo. ","Inspirado nas cartas de Mário de Andrade para Carlos Drummond de Andrade, o autor dá a esse material uma releitura criativa, atribuindo-lhe um remetente ficcional. O resultado é um texto de expressividade centrada na",hesitação na escolha de um modelo literário ideal.,colagem de estilos e estéticas na formação do escritor.,confluência de vozes narrativas e de referências biográficas.,fragmentação do discurso na origem da representação poética.,correlação entre elementos da cultura popular e de origem erudita.,B
1507,"A realidade virtual é uma tecnologia de informação que, conforme sugere a imagem, tem como uma de suas principais funções ","A realidade virtual é uma tecnologia de informação que, conforme sugere a imagem, tem como uma de suas principais funções",promover a manipulação eficiente de conhecimentos e informações de difícil compreensão no mundo físico.," conduzir escolhas profissionais da área de ciência da computação, oferecendo um leque de opções de atuação.","transferir conhecimento da inteligência artificial para as áreas tradicionais, como as das ciências exatas e naturais.","levar o ser humano a experimentar mentalmente outras realidades, para as quais é transportado sem sair de seu próprio lugar.","delimitar tecnologias exclusivas de jogos virtuais, a fim de oferecer maior emoção ao jogador por meio de outras realidades.",D
1508,"O mercado tende a gerir e regulamentar todas as atividades humanas. Até há pouco, certos campos — cultura, esporte, religião — ficavam fora do seu alcance. Agora, são absorvidos pela esfera do mercado. Os governos confiam cada vez mais nele (abandono dos setores de Estado, privatizações). ",No texto é apresentada uma lógica que constitui uma característica central do seguinte sistema socioeconômico:,Socialismo.,Feudalismo.,Capitalismo.,Anarquismo.,Comunitarismo.,C
1509,"A cidade medieval é, antes de mais uma sociedade da abundância, concentrada num pequeno espaço em meio a vastas regiões pouco povoadas. Em seguida, é um lugar de produção e de trocas, onde se articulam o artesanato e o comércio, sustentados por uma economia monetária. É também centro de um sistema de valores particular, do qual emerge a prática laboriosa e criativa do trabalho, o gosto pelo negócio e pelo dinheiro, a inclinação para o luxo, o senso da beleza. E ainda um sistema de orga – nização de um espaço fechado com muralhas, onde se penetra por portas e se caminha por ruas e praças e que é guarnecido por torres. LE GOFF, J.; SCHMITT, J.-C. Dicionário temático do Ocidente Medieval. Bauru: Edusc, 2006.   ","No texto, o espaço descrito se caracteriza pela associação entre a ampliação das atividades urbanas e a",emancipação do poder hegemônico da realeza.,aceitação das práticas usurárias dos religiosos.,independência da produção alimentar dos campos.,superação do ordenamento corporativo dos ofícios.,permanência dos elementos arquitetônicos de proteção.,E
1510,"Glicólise é um processo que ocorre nas células, convertendo glicose em piruvato. Durante a prática de exercícios físicos que demandam grande quantidade de esforço, a glicose é completamente oxidada na presença de O2. Entretanto, em alguns casos, as células musculares podem sofrer um déficit de O2 e a glicose ser convertida em duas moléculas de ácido lático. As equações termoquí micas para a combustão dá glicose e do ácido lático são, respectivamente, mostradas a seguir:   ",O processo anaeróbico é menos vantajoso energeticamente porque,libera 112 kJ por mol de glicose.,libera 467 kJ por mol de glicose.,libera 2 688 kJ por mol de glicose.,absorve 1 344 kJ por mol de glicose.,absorve 2 800 kJ por mol de glicose.,A
1511,"Reaprender a ler notícias  Não dá mais para ler um jornal, revista ou assistir a um telejornal da mesma forma que fazíamos até o surgimento da rede mundial de computadores. O Observatório da Imprensa antecipou isso lá nos idos de 1996 quando cunhou o slogan “Você nunca mais vai ler o jornal do mesmo jeito”. De fato, hoje já não basta mais ler o que está escrito ou falado para estar bem informado. É preciso conhecer as entrelinhas e saber que não há objetividade e nem isenção absolutas, porque cada ser humano vê o mundo de uma forma diferente. Ter um pé atrás passou a ser regra básica número um de quem passa os olhos por um primeiro página, capa de revista ou chamadas de um noticiário na TV. Há uma diferença importante entre desconfiar de tudo e procurar ver o maior número possível de lados de um mesmo fato, dado ou evento. Apenas desconfiar não resolve porque se trata de um atitude passiva. É claro, tudo começa com a dúvida, mas a partir dela é necessário ser proativo, ou seja, investigar, estudar, procurar os elementos ocultos que sempre existem numa notícia. No começo é um esforço solitário que pode se tornar coletivo à medida que mais pessoas descobrem sua vulnerabilidade informativa. ","No texto, os argumentos apresentados permitem inferir que o objetivo do autor é convencer os leitores a",buscarem fontes de informação comprometidas com a verdade.,privilegiarem notícias veiculadas em jornais de grande circulação.,adotarem uma postura crítica em relação às informações recebidas.,questionarem a prática jornalística anterior ao surgimento da internet.,valorizarem reportagem redigidas com imparcialidade diante dos fatos.,C
1512,"O “The Kidney Project” é um projeto realizado por cientistas que pretendem desenvolver um rim biônico que executará a maioria das funções biológicas do órgão. O rim biônico possuirá duas partes que incorporam recentes avanços de nanotecnologia, filtração de membrana e biologia celular. Esse projeto significará uma grande melhoria na qualidade de vida para aquelas pessoas que dependem da hemodiálise para sobrevivência. ",   O dispositivo criado promoverá diretamente a   ,remoção de ureia.,excreção de lipídios.,síntese de vasopressina.,transformação de amônia.,fabricação de aldosterona.,A
1513,"Na família Retroviridae encontram-se diversos vírus que infectam aves e mamíferos, sendo caracterizada pela produção de DNA a partir de uma molécula de RNA. Alguns retrovírus infectam exclusivamente humanos, não necessitando de outros hospedeiros, reservatórios ou vetores biológicos. As infecções ocasionadas por esses vírus vêm causando mortes e grandes prejuízos ao desenvolvimento social e econômico. Nesse contexto, pesquisadores têm produzido medicamentos que contribuem para o tratamento dessas doenças. ",Que avanços tecnológicos têm contribuído para o tratamento dessas infecções virais?,Melhoria dos métodos de controle dos vetores desses vírus.,Fabricação de soros mutagênicos para combate desses vírus.,Investimento da indústria em equipamentos de proteção individual.,Produção de vacinas que evitam a infecção das células hospedeiras.,Desenvolvimento de antirretrovirais que dificultam a reprodução desses vírus.,E
1514,"Como tratar com os índios A experiência de trezentos anos tem feito ver que a aspereza é um meio errado para domesticar os índios; parece, pois, que brandura e afago são os meios que nos restam. Perdoar-lhes alguns excessos, de que sem dúvida seria causa a sua barbaridade e longo hábito com a falta de leis. Os habitantes da América são menos sanguinários do que os negros d’África, mais mansos, tratáveis e hospitais. ","O escritor português Luís Vilhena escreve, no século XVIII, sobre um tema recorrente para os homens da sua época. Seu posicionamento emerge de um contexto em que","o índio, pela sua condição de ingenuidade, representava uma possibilidade de mão de obra nas indústrias.","a abolição da escravatura abriu uma lacuna na cadeia produtiva, exigindo, dessa forma, o trabalho do nativo.","o nativo indígena, estereotipado como um papel em branco, deveria adequar-se ao mundo do trabalho compulsório.",a escravidão do indígena apresentou-se como alternativa de mão de obra assalariada para a lavoura açucareira. ,"a escravidão do negro passa a ser substituída pela indígena, sob a alegação de os primeiros serem selvagens.",C
1515,"O reagente conhecido como Kastle-Meyer é muito utilizado por investigadores criminais para detectar a presença de sangue. Trata-se de uma solução aquosa incolor, preparada com zinco metálico, hidróxido de sódio (Reação 1) e indicador (Reação 2). Essa solução, quando em contato com a hemoglobina contida no sangue e na presença de água oxigenada (Reação 3), passa de incolor para vermelha, indicando a presença de sangue no local, conforme as reações descritas. ; ",A mudança de coloração que indica a presença de sangue ocorre por causa da reação do indicador com o(a),sal de Na2 [Zn(OH)4] na presença de hemoglobina.,água produzida pela decomposição da água oxigenada.,hemoglobina presente na reação com a água oxigenada.,gás oxigênio produzido pela decomposição da água oxigenada.,gás hidrogênio produzido na reação do zinco com hidróxido de sódio.,D
1516,"Foi lento o processo de transferência da população para as cidades, pois durante séculos o Brasil foi um país agrário. Foi necessário mais de um século (século XVIII a século XIX) para que a urbanização brasileira atingisse a maturidade; e mais um século para que assumisse as características atuais. ",A dinâmica populacional descrita indica a ocorrência do seguinte processo:,Migração intrarregional.,Migração pendular.,Transumância.,Êxodo rural.,Nomadismo.,D
1517,Um fabricante de termômetros orienta em seu manual de instruções que o instrumento deve ficar três minutos em contato com o corpo para aferir a temperatura. Esses termômetros são feitos com o bulbo preenchido com mercúrio conectado a um tubo capilar de vidro. ,"De acordo com a termodinâmica, esse procedimento se justifica, pois é necessário que",o termômetro e o corpo tenham a mesma energia interna.,a temperatura do corpo passe para o termômetro.,o equilíbrio térmico entre os corpos seja atingido.,a quantidade de calor dos corpos seja a mesma.,o calor do termômetro passe para o corpo.,C
1518,"Em um hospital, acidentalmente, uma funcionária ficou exposta a alta quantidade de radiação liberada por um aparelho de raios X em funcionamento. Posteriormente, ela engravidou e seu filho nasceu com grave anemia. Foi verificado que a criança apresentava a doença devido à exposição anterior da mãe à radiação. ","O que justifica, nesse caso, o aparecimento da anemia na criança?",A célula-ovo sofreu uma alteração genética.,As células somáticas da mãe sofreram uma mutação.,A célula gamética materna que foi fecundada sofreu uma mutação. ,As hemácias da mãe que foram transmitidas à criança não eram normais.,As células hematopoiéticas sofreram alteração do número de cromossomos.,C
1519,"É preciso usar de violência e rebater varonilmente os apetites dos sentidos sem atender ao que a carne quer ou não quer, mas trabalhando por sujeitá-la ao espírito, ainda que se revolte. Cumpre castigá-la e curvá-la à sujeição, a tal ponto que esteja disposta para tudo, sabendo contentar-se com pouco e deleitar-se com a simplicidade, sem resmungar por qualquer incômodo. ",Qual característica do ascetismo medieval é destacada no texto?,Exaltação do ritualismo litúrgico.,Afirmação do pensamento racional.,Desqualificação da atividade laboral., Condenação da alimentação impura., Desvalorização da materialidade corpórea.,E
1520,"A Operação Condor está diretamente vinculada às experiências históricas das ditaduras civil-militares que se disseminaram pelo Cone Sul entre as décadas de 1960 e 1980. Depois do Brasil (e do Paraguai de Stroessner), foi a vez da Argentina (1966), Bolívia (1966 e 1971), Uruguai e Chile (1973) e Argentina (novamente, em 1976). Em todos os casos se instalaram ditaduras civil-militares (em menor ou maior medida) com base na Doutrina de Segurança Nacional e tendo como principais características um anticomunismo militante, a identificação do inimigo interno, a imposição do papel político das Forças Armadas e a definição de fronteiras ideológicas. ","Levando-se em conta o contexto em que foi criada, a referida operação tinha como objetivo coordenar a",modificação de limites territoriais.,sobrevivência de oficiais exilados.,interferência de potências mundiais.,repressão de ativistas oposicionistas.,implantação de governos nacionalistas.,D
